date,team,site,o:team,line,total
20141028,Lakers,home,Rockets,7,207
20141028,Rockets,away,Lakers,-7,207
20141028,Pelicans,home,Magic,-10,192
20141028,Magic,away,Pelicans,10,192
20141028,Spurs,home,Mavericks,-3.5,203
20141028,Mavericks,away,Spurs,3.5,203
20141029,Celtics,home,Nets,0,193
20141029,Nets,away,Celtics,0,193
20141029,Grizzlies,home,Timberwolves,-7.5,197
20141029,Timberwolves,away,Grizzlies,7.5,197
20141029,Heat,home,Wizards,-4.5,190
20141029,Wizards,away,Heat,4.5,190
20141029,Hornets,home,Bucks,-8,193
20141029,Bucks,away,Hornets,8,193
20141029,Jazz,home,Rockets,3.5,201
20141029,Rockets,away,Jazz,-3.5,201
20141029,Kings,home,Warriors,4.5,206
20141029,Warriors,away,Kings,-4.5,206
20141029,Knicks,home,Bulls,4.5,185
20141029,Bulls,away,Knicks,-4.5,185
20141029,Nuggets,home,Pistons,-7,206
20141029,Pistons,away,Nuggets,7,206
20141029,Pacers,home,Seventysixers,-7,190
20141029,Seventysixers,away,Pacers,7,190
20141029,Raptors,home,Hawks,-4.5,200.5
20141029,Hawks,away,Raptors,4.5,200.5
20141029,Suns,home,Lakers,-12.5,208.5
20141029,Lakers,away,Suns,12.5,208.5
20141029,Trailblazers,home,Thunder,-9,198.5
20141029,Thunder,away,Trailblazers,9,198.5
20141030,Cavaliers,home,Knicks,-12.5,202.5
20141030,Knicks,away,Cavaliers,12.5,202.5
20141030,Clippers,home,Thunder,-12.5,203
20141030,Thunder,away,Clippers,12.5,203
20141030,Magic,home,Wizards,4.5,189.5
20141030,Wizards,away,Magic,-4.5,189.5
20141030,Mavericks,home,Jazz,-10.5,202.5
20141030,Jazz,away,Mavericks,10.5,202.5
20141030,Timberwolves,home,Pistons,-5.5,205
20141030,Pistons,away,Timberwolves,5.5,205
20141031,Bucks,home,Seventysixers,-9,203
20141031,Seventysixers,away,Bucks,9,203
20141031,Bulls,home,Cavaliers,-3.5,193
20141031,Cavaliers,away,Bulls,3.5,193
20141031,Kings,home,Trailblazers,5,199.5
20141031,Trailblazers,away,Kings,-5,199.5
20141031,Lakers,home,Clippers,11.5,210
20141031,Clippers,away,Lakers,-11.5,210
20141031,Pacers,home,Grizzlies,6.5,185.5
20141031,Grizzlies,away,Pacers,-6.5,185.5
20141031,Suns,home,Spurs,1,206
20141031,Spurs,away,Suns,-1,206
20141101,Hawks,home,Pacers,-10,193.5
20141101,Pacers,away,Hawks,10,193.5
20141101,Hornets,home,Grizzlies,-3,186.5
20141101,Grizzlies,away,Hornets,3,186.5
20141101,Jazz,home,Suns,2,205
20141101,Suns,away,Jazz,-2,205
20141101,Magic,home,Raptors,6,196
20141101,Raptors,away,Magic,-6,196
20141101,Pelicans,home,Mavericks,1,203.5
20141101,Mavericks,away,Pelicans,-1,203.5
20141101,Pistons,home,Nets,-3,196.5
20141101,Nets,away,Pistons,3,196.5
20141101,Rockets,home,Celtics,-8,207
20141101,Celtics,away,Rockets,8,207
20141101,Seventysixers,home,Heat,9,199.5
20141101,Heat,away,Seventysixers,-9,199.5
20141101,Thunder,home,Nuggets,5,193.5
20141101,Nuggets,away,Thunder,-5,193.5
20141101,Timberwolves,home,Bulls,2,191
20141101,Bulls,away,Timberwolves,-2,191
20141101,Warriors,home,Lakers,-15.5,209.5
20141101,Lakers,away,Warriors,15.5,209.5
20141101,Wizards,home,Bucks,-9.5,198
20141101,Bucks,away,Wizards,9.5,198
20141102,Clippers,home,Kings,-9.5,205.5
20141102,Kings,away,Clippers,9.5,205.5
20141102,Heat,home,Raptors,-3,197.5
20141102,Raptors,away,Heat,3,197.5
20141102,Knicks,home,Hornets,-3.5,187.5
20141102,Hornets,away,Knicks,3.5,187.5
20141102,Trailblazers,home,Warriors,-3,207
20141102,Warriors,away,Trailblazers,3,207
20141103,Clippers,home,Jazz,-9,205.5
20141103,Jazz,away,Clippers,9,205.5
20141103,Grizzlies,home,Pelicans,-4.5,187.5
20141103,Pelicans,away,Grizzlies,4.5,187.5
20141103,Mavericks,home,Celtics,-9.5,208.5
20141103,Celtics,away,Mavericks,9.5,208.5
20141103,Nets,home,Thunder,-7,192.5
20141103,Thunder,away,Nets,7,192.5
20141103,Nuggets,home,Kings,-7,202.5
20141103,Kings,away,Nuggets,7,202.5
20141103,Seventysixers,home,Rockets,10.5,200.5
20141103,Rockets,away,Seventysixers,-10.5,200.5
20141104,Bulls,home,Magic,-11,189
20141104,Magic,away,Bulls,11,189
20141104,Heat,home,Rockets,-1.5,202.5
20141104,Rockets,away,Heat,1.5,202.5
20141104,Knicks,home,Wizards,1,190.5
20141104,Wizards,away,Knicks,-1,190.5
20141104,Lakers,home,Suns,6.5,213.5
20141104,Suns,away,Lakers,-6.5,213.5
20141104,Pacers,home,Bucks,-3.5,192
20141104,Bucks,away,Pacers,3.5,192
20141104,Pelicans,home,Hornets,-4,191
20141104,Hornets,away,Pelicans,4,191
20141104,Raptors,home,Thunder,-11.5,194
20141104,Thunder,away,Raptors,11.5,194
20141104,Trailblazers,home,Cavaliers,2,205.5
20141104,Cavaliers,away,Trailblazers,-2,205.5
20141105,Bucks,home,Bulls,4.5,191.5
20141105,Bulls,away,Bucks,-4.5,191.5
20141105,Celtics,home,Raptors,0,204
20141105,Raptors,away,Celtics,0,204
20141105,Hornets,home,Heat,-1.5,190
20141105,Heat,away,Hornets,1.5,190
20141105,Jazz,home,Cavaliers,5.5,202.5
20141105,Cavaliers,away,Jazz,-5.5,202.5
20141105,Kings,home,Nuggets,-3.5,203.5
20141105,Nuggets,away,Kings,3.5,203.5
20141105,Nets,home,Timberwolves,-5,208
20141105,Timberwolves,away,Nets,5,208
20141105,Pistons,home,Knicks,-4,187.5
20141105,Knicks,away,Pistons,4,187.5
20141105,Seventysixers,home,Magic,2.5,195.5
20141105,Magic,away,Seventysixers,-2.5,195.5
20141105,Spurs,home,Hawks,-8,201.5
