date,team,site,o:team,line,total
20151027,Bulls,home,Cavaliers,-4,197.5
20151027,Cavaliers,away,Bulls,4,197.5
20151027,Hawks,home,Pistons,-6.5,197.5
20151027,Pistons,away,Hawks,6.5,197.5
20151027,Warriors,home,Pelicans,-10,213.5
20151027,Pelicans,away,Warriors,10,213.5
20151028,Bucks,home,Knicks,-5,194.5
20151028,Knicks,away,Bucks,5,194.5
20151028,Celtics,home,Seventysixers,-12.5,198
20151028,Seventysixers,away,Celtics,12.5,198
20151028,Grizzlies,home,Cavaliers,-5,187.5
20151028,Cavaliers,away,Grizzlies,5,187.5
20151028,Heat,home,Hornets,-6.5,193.5
20151028,Hornets,away,Heat,6.5,193.5
20151028,Kings,home,Clippers,5.5,211.5
20151028,Clippers,away,Kings,-5.5,211.5
20151028,Lakers,home,Timberwolves,-3,202.5
20151028,Timberwolves,away,Lakers,3,202.5
20151028,Magic,home,Wizards,4,203.5
20151028,Wizards,away,Magic,-4,203.5
20151028,Nets,home,Bulls,4.5,196.5
20151028,Bulls,away,Nets,-4.5,196.5
20151028,Pistons,home,Jazz,1,190
20151028,Jazz,away,Pistons,-1,190
20151028,Raptors,home,Pacers,-5.5,199.5
20151028,Pacers,away,Raptors,5.5,199.5
20151028,Rockets,home,Nuggets,-10,212
20151028,Nuggets,away,Rockets,10,212
20151028,Suns,home,Mavericks,-5,204.5
20151028,Mavericks,away,Suns,5,204.5
20151028,Thunder,home,Spurs,-4.5,208
20151028,Spurs,away,Thunder,4.5,208
20151028,Trailblazers,home,Pelicans,-2.5,206
20151028,Pelicans,away,Trailblazers,2.5,206
20151029,Clippers,home,Mavericks,-11,211.5
20151029,Mavericks,away,Clippers,11,211.5
20151029,Knicks,home,Hawks,4.5,199
20151029,Hawks,away,Knicks,-4.5,199
20151029,Pacers,home,Grizzlies,3,190.5
20151029,Grizzlies,away,Pacers,-3,190.5
20151030,Bucks,home,Wizards,2,200.5
20151030,Wizards,away,Bucks,-2,200.5
20151030,Cavaliers,home,Heat,-5.5,199.5
20151030,Heat,away,Cavaliers,5.5,199.5
20151030,Celtics,home,Raptors,-2,202.5
20151030,Raptors,away,Celtics,2,202.5
20151030,Hawks,home,Hornets,-4,194
20151030,Hornets,away,Hawks,4,194
20151030,Kings,home,Lakers,-7,211
20151030,Lakers,away,Kings,7,211
20151030,Magic,home,Thunder,7.5,207
20151030,Thunder,away,Magic,-7.5,207
20151030,Nuggets,home,Timberwolves,-3.5,205
20151030,Timberwolves,away,Nuggets,3.5,205
20151030,Pistons,home,Bulls,2.5,202.5
20151030,Bulls,away,Pistons,-2.5,202.5
20151030,Rockets,home,Warriors,1,215.5
20151030,Warriors,away,Rockets,-1,215.5
20151030,Seventysixers,home,Jazz,7.5,186.5
20151030,Jazz,away,Seventysixers,-7.5,186.5
20151030,Spurs,home,Nets,-14,201.5
20151030,Nets,away,Spurs,14,201.5
20151030,Suns,home,Trailblazers,-4.5,204
20151030,Trailblazers,away,Suns,4.5,204
20151031,Clippers,home,Kings,-10.5,214.5
20151031,Kings,away,Clippers,10.5,214.5
20151031,Grizzlies,home,Nets,-12,192
20151031,Nets,away,Grizzlies,12,192
20151031,Pacers,home,Jazz,-3,191
20151031,Jazz,away,Pacers,3,191
20151031,Pelicans,home,Warriors,5.5,212.5
20151031,Warriors,away,Pelicans,-5.5,212.5
20151031,Trailblazers,home,Suns,-3,204.5
20151031,Suns,away,Trailblazers,3,204.5
20151031,Wizards,home,Knicks,-7,205
20151031,Knicks,away,Wizards,7,205
20151101,Bulls,home,Magic,-7.5,199
20151101,Magic,away,Bulls,7.5,199
20151101,Celtics,home,Spurs,5.5,201.5
20151101,Spurs,away,Celtics,-5.5,201.5
20151101,Heat,home,Rockets,-4,206
20151101,Rockets,away,Heat,4,206
20151101,Hornets,home,Hawks,2,194.5
20151101,Hawks,away,Hornets,-2,194.5
20151101,Lakers,home,Mavericks,4,213
20151101,Mavericks,away,Lakers,-4,213
20151101,Raptors,home,Bucks,-6.5,200.5
20151101,Bucks,away,Raptors,6.5,200.5
20151101,Thunder,home,Nuggets,-12.5,212
20151101,Nuggets,away,Thunder,12.5,212
20151102,Clippers,home,Suns,-9,209.5
20151102,Suns,away,Clippers,9,209.5
20151102,Knicks,home,Spurs,7.5,202.5
20151102,Spurs,away,Knicks,-7.5,202.5
20151102,Nets,home,Bucks,1,196.5
20151102,Bucks,away,Nets,-1,196.5
20151102,Rockets,home,Thunder,3.5,216
20151102,Thunder,away,Rockets,-3.5,216
20151102,Seventysixers,home,Cavaliers,12.5,195
20151102,Cavaliers,away,Seventysixers,-12.5,195
20151102,Timberwolves,home,Trailblazers,-4,205.5
20151102,Trailblazers,away,Timberwolves,4,205.5
20151102,Warriors,home,Grizzlies,-9,203.5
20151102,Grizzlies,away,Warriors,9,203.5
20151103,Heat,home,Hawks,-3.5,196
20151103,Hawks,away,Heat,3.5,196
20151103,Hornets,home,Bulls,4,194
20151103,Bulls,away,Hornets,-4,194
20151103,Kings,home,Grizzlies,4.5,197
20151103,Grizzlies,away,Kings,-4.5,197
20151103,Lakers,home,Nuggets,-1.5,205.5
20151103,Nuggets,away,Lakers,1.5,205.5
20151103,Mavericks,home,Raptors,1.5,204
20151103,Raptors,away,Mavericks,-1.5,204
20151103,Pelicans,home,Magic,-4,204.5
20151103,Magic,away,Pelicans,4,204.5
20151103,Pistons,home,Pacers,-4.5,200.5
20151103,Pacers,away,Pistons,4.5,200.5
20151104,Bucks,home,Seventysixers,-9,195
20151104,Seventysixers,away,Bucks,9,195
20151104,Cavaliers,home,Knicks,-10,204
20151104,Knicks,away,Cavaliers,10,204
20151104,Hawks,home,Nets,-8,196.5
20151104,Nets,away,Hawks,8,196.5
20151104,Jazz,home,Trailblazers,-6,189.5
20151104,Trailblazers,away,Jazz,6,189.5
20151104,Pacers,home,Celtics,2,203
20151104,Celtics,away,Pacers,-2,203
20151104,Rockets,home,Magic,-8.5,207.5
20151104,Magic,away,Rockets,8.5,207.5
20151104,Suns,home,Kings,-9.5,209
20151104,Kings,away,Suns,9.5,209
20151104,Thunder,home,Raptors,-8,211
20151104,Raptors,away,Thunder,8,211
20151104,Warriors,home,Clippers,-7.5,219
20151104,Clippers,away,Warriors,7.5,219
20151104,Wizards,home,Spurs,3.5,201.5
20151104,Spurs,away,Wizards,-3.5,201.5
20151105,Bulls,home,Thunder,-1,211
20151105,Thunder,away,Bulls,1,211
20151105,Mavericks,home,Hornets,-4,200.5
20151105,Hornets,away,Mavericks,4,200.5
20151105,Nuggets,home,Jazz,2,189.5
20151105,Jazz,away,Nuggets,-2,189.5
20151105,Timberwolves,home,Heat,4,197
20151105,Heat,away,Timberwolves,-4,197
20151105,Trailblazers,home,Grizzlies,3.5,193.5
20151105,Grizzlies,away,Trailblazers,-3.5,193.5
20151106,Cavaliers,home,Seventysixers,-13.5,196
20151106,Seventysixers,away,Cavaliers,13.5,196
20151106,Celtics,home,Wizards,-1,210
20151106,Wizards,away,Celtics,1,210
20151106,Kings,home,Rockets,6,215.5
20151106,Rockets,away,Kings,-6,215.5
20151106,Knicks,home,Bucks,-1.5,196.5
20151106,Bucks,away,Knicks,1.5,196.5
20151106,Magic,home,Raptors,5.5,197
20151106,Raptors,away,Magic,-5.5,197
20151106,Nets,home,Lakers,-3,207.5
20151106,Lakers,away,Nets,3,207.5
20151106,Pacers,home,Heat,0,195
20151106,Heat,away,Pacers,0,195
20151106,Pelicans,home,Hawks,3,206
20151106,Hawks,away,Pelicans,-3,206
20151106,Suns,home,Pistons,-4,199
20151106,Pistons,away,Suns,4,199
20151106,Warriors,home,Nuggets,-17.5,212.5
20151106,Nuggets,away,Warriors,17.5,212.5
20151107,Bucks,home,Nets,-6.5,192.5
20151107,Nets,away,Bucks,6.5,192.5
20151107,Bulls,home,Timberwolves,-9,200.5
20151107,Timberwolves,away,Bulls,9,200.5
20151107,Clippers,home,Rockets,-6.5,214
20151107,Rockets,away,Clippers,6.5,214
20151107,Hawks,home,Wizards,-5,206
20151107,Wizards,away,Hawks,5,206
