GAME_ID,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_DATE,MATCHUP,WL,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,FTA_RATE,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PFD,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,PLUS_MINUS,NEXT_GAME_ID,NEXT_PLUS_MINUS,NEXT_MATCHUP
21800229,22018,1610612762,UTA,Utah Jazz,2018-11-17,UTA @ BOS,W,105.0,37.6,83.2,0.4509,9.2,30.1,0.30890000000000006,20.6,29.2,0.7061999999999999,9.6,33.6,43.2,21.9,9.0,5.1,15.5,23.0,102.34,103.30999999999999,102.79,104.34,-0.4699999999999999,-1.0300000000000007,0.5877,1.436,16.28,0.1911,0.745,0.5047,15.5805,15.720000000000002,0.5064,0.5448999999999999,1.0,0.19950000000000004,102.48999999999998,101.2,84.334,101.3,0.5001000000000001,0.3507,0.5244,0.2656,0.1527,0.255,15.9,14.1,10.6,52.0,17.5,11.9,11.3,51.8,4.8,25.1,0.6359,0.3642,0.5424,0.0437,0.26210000000000006,0.09989999999999999,0.1954,0.15030000000000004,0.4989,0.516,0.484,0.8068,0.19319999999999998,0.5877,0.4123,12.0,21800241,-27.0,UTA @ IND
21800241,22018,1610612762,UTA,Utah Jazz,2018-11-19,UTA @ IND,L,104.0,37.45454545454545,82.36363636363636,0.4540909090909091,9.363636363636363,29.636363636363637,0.32081818181818184,19.727272727272727,28.0,0.7045454545454545,9.0,33.54545454545455,42.54545454545455,22.272727272727273,8.727272727272727,5.545454545454546,15.727272727272727,22.545454545454547,101.84545454545454,102.72727272727273,104.61818181818184,106.1909090909091,-2.790909090909091,-3.4636363636363643,0.599909090909091,1.43,16.672727272727272,0.1801818181818182,0.7403636363636363,0.4988181818181819,15.944090909090908,16.072727272727274,0.5113636363636364,0.5480909090909091,1.0,0.19954545454545458,102.05999999999999,100.81818181818181,84.01545454545455,100.9090909090909,0.4901818181818183,0.3384545454545455,0.5304545454545454,0.2580909090909091,0.1470909090909091,0.2596363636363636,15.454545454545455,13.272727272727273,10.0,50.54545454545455,18.90909090909091,12.181818181818182,11.363636363636363,52.0,4.636363636363637,24.363636363636363,0.6382727272727272,0.36181818181818187,0.5414545454545455,0.05327272727272727,0.27018181818181825,0.09472727272727272,0.18827272727272729,0.1472727272727273,0.48836363636363633,0.5309090909090909,0.4690909090909091,0.8078181818181818,0.19218181818181818,0.599909090909091,0.40009090909090905,-27.0,21800278,-7.0,UTA @ LAL
21800278,22018,1610612762,UTA,Utah Jazz,2018-11-23,UTA @ LAL,L,102.25,37.083333333333336,82.58333333333333,0.44858333333333333,8.916666666666666,29.083333333333332,0.3085833333333334,19.166666666666668,27.083333333333332,0.7095833333333332,8.833333333333334,33.583333333333336,42.416666666666664,22.25,9.0,5.333333333333333,16.0,22.416666666666668,99.97500000000001,100.88333333333333,102.98333333333335,104.62500000000001,-3.016666666666667,-3.741666666666667,0.6055,1.4075,16.658333333333335,0.17600000000000002,0.7456666666666667,0.49641666666666673,16.13083333333333,16.26666666666667,0.5030833333333333,0.5398333333333333,1.0,0.1995,102.32166666666666,101.0,84.16666666666667,101.08333333333333,0.48966666666666675,0.3269166666666667,0.5279166666666667,0.25558333333333333,0.15375000000000003,0.25433333333333336,16.416666666666668,13.25,9.75,50.333333333333336,18.5,11.833333333333334,11.5,52.166666666666664,4.666666666666667,24.0,0.6458333333333334,0.35425,0.5545833333333333,0.05883333333333333,0.25975000000000004,0.09383333333333332,0.18566666666666667,0.16208333333333336,0.49583333333333335,0.5441666666666666,0.4558333333333333,0.7821666666666666,0.21783333333333332,0.6055,0.3945,-7.0,21800292,21.0,UTA @ SAC
21800292,22018,1610612762,UTA,Utah Jazz,2018-11-25,UTA @ SAC,W,104.61538461538461,38.0,83.3076923076923,0.4550769230769231,9.0,29.153846153846153,0.3104615384615385,19.615384615384617,27.53846153846154,0.7133076923076923,9.153846153846153,33.76923076923077,42.92307692307692,22.846153846153847,9.153846153846153,5.3076923076923075,16.153846153846153,22.692307692307693,101.37692307692308,102.33846153846153,102.9923076923077,104.33846153846156,-1.623076923076923,-2.0000000000000004,0.606,1.4207692307692308,16.861538461538462,0.1837692307692308,0.7518461538461539,0.5045384615384616,16.188923076923075,16.33076923076923,0.5095384615384615,0.5463076923076923,1.0,0.19938461538461538,102.95692307692306,101.76923076923077,84.8076923076923,101.84615384615384,0.49792307692307697,0.3293846153846154,0.5276153846153846,0.264,0.15392307692307694,0.24815384615384614,16.923076923076923,13.538461538461538,9.923076923076923,51.53846153846154,18.846153846153847,11.615384615384615,11.615384615384615,52.15384615384615,4.846153846153846,24.076923076923077,0.6479999999999999,0.35207692307692307,0.557,0.06123076923076923,0.2571538461538462,0.09353846153846154,0.18584615384615388,0.16292307692307695,0.4958461538461538,0.5436923076923077,0.45630769230769225,0.7912307692307692,0.20876923076923076,0.606,0.394,21.0,21800308,10.0,UTA @ BKN
21800308,22018,1610612762,UTA,Utah Jazz,2018-11-28,UTA @ BKN,W,104.35714285714286,38.07142857142857,83.21428571428571,0.4565714285714286,9.0,29.071428571428573,0.3112142857142857,19.214285714285715,27.071428571428573,0.71,9.071428571428571,34.214285714285715,43.285714285714285,22.428571428571427,9.214285714285714,5.357142857142857,16.357142857142858,22.857142857142858,101.19285714285715,102.03571428571426,101.86428571428573,103.32142857142858,-0.6785714285714287,-1.2857142857142863,0.5938571428571429,1.3828571428571428,16.614285714285717,0.18257142857142858,0.7481428571428571,0.5042142857142858,16.36,16.47857142857143,0.511,0.5467857142857142,1.0,0.1995,102.97999999999999,101.78571428571429,84.82142857142857,101.92857142857143,0.505357142857143,0.3241428571428572,0.5194285714285715,0.26842857142857146,0.15664285714285717,0.25185714285714284,17.285714285714285,13.357142857142858,9.357142857142858,51.57142857142857,18.5,12.0,11.357142857142858,50.714285714285715,4.857142857142857,23.785714285714285,0.6487857142857143,0.3512857142857143,0.5596428571428572,0.06249999999999999,0.2578571428571429,0.08828571428571429,0.18250000000000005,0.16685714285714287,0.49721428571428566,0.5310714285714285,0.4689285714285714,0.7823571428571429,0.21764285714285717,0.5938571428571429,0.40614285714285714,10.0,21800320,8.0,UTA @ CHA
21800320,22018,1610612762,UTA,Utah Jazz,2018-11-30,UTA @ CHA,W,105.33333333333333,38.46666666666667,83.06666666666666,0.4623333333333334,9.6,29.8,0.3204666666666667,18.8,26.466666666666665,0.7108,8.866666666666667,34.266666666666666,43.13333333333333,23.066666666666666,8.933333333333334,5.333333333333333,16.2,22.2,102.63333333333334,103.32666666666665,102.34666666666666,104.06000000000002,0.27999999999999986,-0.7333333333333338,0.6027333333333333,1.4433333333333331,17.086666666666666,0.1804,0.7489333333333333,0.5046666666666667,16.232333333333333,16.333333333333336,0.5205333333333333,0.5549333333333333,1.0,0.19953333333333337,102.73599999999998,101.5,84.58333333333333,101.66666666666667,0.5096666666666667,0.31733333333333336,0.5209333333333334,0.2596666666666667,0.15146666666666672,0.25106666666666666,16.866666666666667,13.2,9.466666666666667,51.2,18.4,12.066666666666666,11.466666666666667,52.0,4.733333333333333,23.333333333333332,0.6392666666666666,0.3608,0.5514666666666667,0.06166666666666666,0.27093333333333336,0.08853333333333334,0.17760000000000004,0.1618666666666667,0.4898666666666666,0.5341333333333333,0.46586666666666665,0.7931333333333332,0.20686666666666667,0.6027333333333333,0.39726666666666666,8.0,21800339,-2.0,UTA @ MIA
21800339,22018,1610612762,UTA,Utah Jazz,2018-12-02,UTA @ MIA,L,105.0,38.5,83.4375,0.4608125,9.6875,30.0,0.32125000000000004,18.3125,25.75,0.7121875,8.9375,34.625,43.5625,22.9375,8.875,5.375,16.0,21.9375,102.49375,103.38125,102.28750000000001,104.26875000000003,0.19999999999999984,-0.8875000000000004,0.5986875,1.446875,17.025000000000002,0.181375,0.7461875,0.5055000000000001,16.0963125,16.225,0.51925,0.5529375,1.0,0.19937500000000002,102.56999999999998,101.125,84.270625,101.3125,0.5099375,0.3080625,0.5175625,0.25993750000000004,0.15006250000000004,0.2538125,16.8125,13.5,9.4375,50.875,18.625,12.125,11.0625,51.375,4.9375,22.875,0.638625,0.36143749999999997,0.552,0.0640625,0.274625,0.08862500000000001,0.17337500000000003,0.16175000000000003,0.48799999999999993,0.5253125000000001,0.4746875,0.800375,0.19962500000000002,0.5986875,0.40131249999999996,-2.0,21800390,-13.0,UTA @ SAS
21800390,22018,1610612762,UTA,Utah Jazz,2018-12-09,UTA @ SAS,L,104.52941176470588,38.411764705882355,83.52941176470588,0.4592941176470588,9.647058823529411,29.941176470588236,0.3205882352941177,18.058823529411764,25.352941176470587,0.7136470588235294,8.941176470588236,34.294117647058826,43.23529411764706,22.941176470588236,8.823529411764707,5.294117647058823,15.882352941176471,21.529411764705884,102.15294117647059,103.30588235294117,103.05882352941178,104.8764705882353,-0.9176470588235296,-1.570588235294118,0.6000588235294118,1.4464705882352942,17.04705882352941,0.1808823529411765,0.7460588235294118,0.5042352941176471,16.08729411764706,16.258823529411767,0.5174117647058823,0.5509411764705883,1.0,0.1990588235294118,102.2905882352941,100.79411764705883,83.99470588235293,100.94117647058823,0.5035882352941177,0.30311764705882355,0.5198235294117647,0.25258823529411767,0.14800000000000005,0.2539411764705882,16.941176470588236,13.235294117647058,9.647058823529411,50.11764705882353,18.41176470588235,12.058823529411764,10.647058823529411,51.411764705882355,5.0588235294117645,22.41176470588235,0.6398235294117648,0.36023529411764704,0.5534705882352942,0.07123529411764705,0.27482352941176474,0.09129411764705883,0.17164705882352946,0.16376470588235298,0.48235294117647054,0.5301176470588236,0.4698823529411764,0.7925294117647058,0.20747058823529416,0.6000588235294118,0.3999411764705882,-13.0,21800396,-9.0,UTA @ OKC
21800396,22018,1610612762,UTA,Utah Jazz,2018-12-10,UTA @ OKC,L,105.0,38.666666666666664,83.55555555555556,0.46222222222222226,9.555555555555555,29.88888888888889,0.3181111111111111,18.11111111111111,25.61111111111111,0.7091666666666667,9.055555555555555,34.27777777777778,43.333333333333336,23.333333333333332,8.944444444444445,5.222222222222222,16.11111111111111,21.88888888888889,102.3888888888889,103.37777777777777,103.60000000000001,105.38333333333335,-1.2222222222222223,-2.005555555555556,0.6055,1.4494444444444445,17.233333333333334,0.18438888888888888,0.7439444444444444,0.5037222222222222,16.239777777777775,16.383333333333336,0.5197777777777778,0.552611111111111,1.0,0.1991666666666667,102.5622222222222,101.16666666666667,84.30499999999999,101.33333333333333,0.5027222222222222,0.30611111111111117,0.5216666666666667,0.26405555555555554,0.14900000000000005,0.25605555555555554,17.27777777777778,13.333333333333334,9.61111111111111,50.77777777777778,18.666666666666668,12.5,11.166666666666666,52.0,4.888888888888889,22.61111111111111,0.6406666666666667,0.35938888888888887,0.5571111111111111,0.07122222222222221,0.27133333333333337,0.09066666666666667,0.17144444444444448,0.16600000000000004,0.48605555555555546,0.5371666666666667,0.4628333333333333,0.7971111111111111,0.20288888888888892,0.6055,0.39449999999999996,-9.0,21800429,-7.0,UTA @ ORL
21800429,22018,1610612762,UTA,Utah Jazz,2018-12-15,UTA @ ORL,L,104.15789473684211,38.10526315789474,83.84210526315789,0.4544736842105263,9.421052631578947,29.842105263157894,0.31405263157894736,18.526315789473685,25.736842105263158,0.7207368421052632,9.157894736842104,34.10526315789474,43.26315789473684,23.0,9.157894736842104,5.157894736842105,15.789473684210526,21.736842105263158,101.66842105263159,102.66842105263157,103.26315789473685,104.83684210526317,-1.6000000000000003,-2.1736842105263166,0.6055789473684211,1.4626315789473683,17.021052631578947,0.1841578947368421,0.7493157894736843,0.5008947368421053,15.909684210526315,16.05263157894737,0.5110526315789473,0.5466315789473684,1.0,0.19915789473684212,102.40421052631577,101.10526315789474,84.2536842105263,101.21052631578948,0.4996315789473684,0.3065789473684211,0.5231052631578947,0.2647894736842106,0.1528947368421053,0.2506842105263158,17.0,13.105263157894736,9.473684210526315,49.89473684210526,18.31578947368421,12.052631578947368,10.842105263157896,50.94736842105263,5.157894736842105,22.842105263157894,0.6424210526315789,0.35763157894736836,0.5526315789473685,0.07221052631578946,0.2694736842105263,0.09005263157894737,0.17778947368421055,0.16436842105263164,0.480578947368421,0.5389473684210526,0.4610526315789474,0.7927368421052631,0.20726315789473687,0.6055789473684211,0.3944210526315789,-7.0,21800445,-5.8,UTA @ HOU
